Tempo,Estacao,LAT,LONG,Original_473,Original_269,Zero,Maca_Verde,Tangerina,Citrus,Acai_Guarana,Pessego,TARGET
2019-01-05,Brigadeiro,-23.5683,-46.6482,7,34,65,10,40,34,25,18,REABASTECER
2019-02-28,Brigadeiro,-23.5683,-46.6482,2,4,8,13,6,30,27,24,REABASTECER
2018-03-30,Trianon-Masp,-23.5634,-46.6544,86,15,40,37,4,39,27,13,REABASTECER
2018-04-17,Trianon-Masp,-23.5634,-46.6544,75,56,51,27,33,33,43,34,NORMAL
2018-05-05,Trianon-Masp,-23.5634,-46.6544,75,13,51,16,31,35,20,43,NORMAL
2018-09-20,Trianon-Masp,-23.5634,-46.6544,68,4,12,40,4,42,18,8,REABASTECER
2018-11-16,Trianon-Masp,-23.5634,-46.6544,23,3,44,8,21,43,22,26,REABASTECER
2019-01-10,Trianon-Masp,-23.5634,-46.6544,14,16,55,18,10,12,35,22,NORMAL
2019-04-25,Trianon-Masp,-23.5634,-46.6544,15,24,4,5,24,29,10,28,REABASTECER
2019-05-18,Trianon-Masp,-23.5634,-46.6544,71,44,17,22,9,27,6,18,REABASTECER
2019-06-03,Trianon-Masp,-23.5634,-46.6544,13,65,39,22,3,34,31,38,NORMAL
2018-01-05,Consolação,-23.5581,-46.6606,45,35,38,35,30,36,29,28,NORMAL
2018-04-30,Consolação,-23.5581,-46.6606,27,28,32,25,31,19,22,17,NORMAL
2019-02-27,Consolação,-23.5581,-46.6606,86,41,9,31,22,37,32,43,REABASTECER
2018-04-14,Tamanduateí,-23.5929,-46.5897,61,36,16,43,22,19,38,14,NORMAL
2018-10-11,Tamanduateí,-23.5929,-46.5897,35,6,16,23,14,29,18,12,NORMAL
2019-04-07,Tamanduateí,-23.5929,-46.5897,20,65,1,25,14,37,43,43,REABASTECER
2019-05-12,Tamanduateí,-23.5929,-46.5897,19,55,24,26,32,22,29,43,NORMAL
2019-09-02,Tamanduateí,-23.5929,-46.5897,86,43,35,26,20,2,18,38,NORMAL
2019-11-19,Tamanduateí,-23.5929,-46.5897,10,62,13,32,37,32,28,19,NORMAL
2018-03-19,Sé,-23.55,-46.6333,86,54,65,10,43,31,38,34,NORMAL
2019-10-05,Sé,-23.55,-46.6333,60,25,8,3,24,34,35,38,REABASTECER
2018-03-20,Brás,-23.5451,-46.6162,68,9,48,10,33,11,26,15,REABASTECER
2018-04-05,Brás,-23.5451,-46.6162,86,59,7,40,18,7,41,43,NORMAL
2018-06-04,Brás,-23.5451,-46.6162,58,12,65,22,12,6,17,22,NORMAL
2018-07-19,Brás,-23.5451,-46.6162,52,40,25,18,2,43,3,40,REABASTECER
2018-04-14,Barra Funda,-23.5542,-46.6707,13,55,0,43,4,11,43,43,REABASTECER
2019-10-13,Barra Funda,-23.5542,-46.6707,73,7,42,26,10,43,41,14,REABASTECER
2019-12-14,Barra Funda,-23.5542,-46.6707,32,40,44,26,7,31,10,9,NORMAL
2018-06-07,Tatuapé,-23.5402,-46.5765,42,65,3,13,9,43,4,31,REABASTECER
2018-10-04,Tatuapé,-23.5402,-46.5765,32,15,26,17,35,12,41,13,NORMAL
2019-05-03,Tatuapé,-23.5402,-46.5765,34,30,42,8,39,10,11,37,NORMAL
2019-08-11,Tatuapé,-23.5402,-46.5765,31,24,56,32,37,3,31,21,REABASTECER
2018-07-19,República,-23.5436,-46.6434,32,12,34,39,19,37,35,24,NORMAL
2018-08-27,República,-23.5436,-46.6434,5,51,20,17,40,11,20,16,REABASTECER
2019-09-06,República,-23.5436,-46.6434,9,57,22,16,8,35,35,8,NORMAL
2018-10-05,Higienópolis-Mackenzie,-23.5488,-46.6519,23,4,9,32,12,25,12,3,NORMAL
2019-05-15,Higienópolis-Mackenzie,-23.5488,-46.6519,35,35,21,23,35,33,43,25,NORMAL
2019-07-05,Higienópolis-Mackenzie,-23.5488,-46.6519,64,42,55,8,37,29,37,41,NORMAL
2019-08-12,Higienópolis-Mackenzie,-23.5488,-46.6519,34,44,57,23,24,16,7,36,NORMAL
2018-02-11,Faria Lima,-23.5675,-46.6929,62,36,48,19,38,11,5,17,NORMAL
2018-03-05,Faria Lima,-23.5675,-46.6929,61,31,20,21,33,28,39,17,NORMAL
2019-07-02,Faria Lima,-23.5675,-46.6929,74,56,30,23,32,43,26,43,NORMAL
2018-04-06,Pinheiros,-23.5664,-46.703,12,65,65,34,9,27,37,25,NORMAL
2018-07-14,Butantã,-23.5844,-46.7252,22,56,23,11,4,26,35,33,REABASTECER
2018-10-03,Butantã,-23.5844,-46.7252,61,14,22,9,38,38,27,30,NORMAL
2019-01-12,Butantã,-23.5844,-46.7252,48,63,49,14,22,24,25,28,NORMAL
2019-02-01,Butantã,-23.5844,-46.7252,28,16,43,5,32,12,43,37,REABASTECER
2019-05-04,Butantã,-23.5844,-46.7252,17,44,8,23,34,11,19,10,NORMAL
2019-07-02,Butantã,-23.5844,-46.7252,67,65,47,33,13,21,4,28,NORMAL
2019-07-24,Butantã,-23.5844,-46.7252,26,65,17,37,14,31,43,26,NORMAL
2018-02-19,Fradique Coutinho,-23.5661,-46.6841,51,30,60,15,20,36,19,34,NORMAL
2019-04-19,Fradique Coutinho,-23.5661,-46.6841,61,26,40,12,18,24,11,15,NORMAL
2019-10-10,Fradique Coutinho,-23.5661,-46.6841,41,55,18,27,25,7,28,24,NORMAL
2019-10-29,Fradique Coutinho,-23.5661,-46.6841,8,26,8,4,43,23,3,39,REABASTECER
2018-06-03,Fradique Coutinho,-23.5661,-46.6841,62,63,46,19,22,43,13,25,NORMAL
2018-10-17,Fradique Coutinho,-23.5661,-46.6841,73,65,57,43,28,7,20,12,NORMAL
2019-01-07,Fradique Coutinho,-23.5661,-46.6841,48,32,17,21,30,11,43,31,NORMAL
2019-06-19,Fradique Coutinho,-23.5661,-46.6841,79,27,33,38,28,33,30,43,NORMAL
2019-08-01,Fradique Coutinho,-23.5661,-46.6841,8,17,27,6,37,31,31,24,NORMAL
2018-03-30,Luz,-23.5365,-46.6332,53,34,42,36,43,12,21,34,NORMAL
2018-07-14,Luz,-23.5365,-46.6332,76,25,20,2,29,20,13,37,REABASTECER
2018-09-20,Luz,-23.5365,-46.6332,16,52,43,20,25,43,11,11,NORMAL
2019-01-11,Luz,-23.5365,-46.6332,41,37,61,17,9,43,43,13,NORMAL
2019-06-28,Luz,-23.5365,-46.6332,77,12,55,40,6,16,31,14,NORMAL
2018-03-28,Ana Rosa,-23.5813,-46.6383,19,35,52,43,13,18,32,43,NORMAL
2018-10-16,Ana Rosa,-23.5813,-46.6383,21,33,58,37,15,39,7,25,NORMAL
2018-11-04,Ana Rosa,-23.5813,-46.6383,13,65,61,31,19,12,28,43,NORMAL
2019-08-17,Ana Rosa,-23.5813,-46.6383,53,24,13,34,38,2,28,12,REABASTECER
2018-02-15,São Joaquim,-23.5618,-46.6389,73,65,65,36,35,29,40,7,NORMAL
2018-12-06,São Joaquim,-23.5618,-46.6389,36,5,15,13,18,26,7,23,NORMAL
2018-12-20,São Joaquim,-23.5618,-46.6389,66,47,51,27,5,15,35,4,NORMAL
2019-09-05,São Joaquim,-23.5618,-46.6389,13,65,0,5,6,29,31,5,NORMAL
2019-09-25,São Joaquim,-23.5618,-46.6389,86,65,55,19,43,14,33,5,REABASTECER
2018-02-17,São Judas,-23.6255,-46.6411,78,65,15,9,25,26,19,6,REABASTECER
2018-05-11,São Judas,-23.6255,-46.6411,54,7,40,27,43,28,13,8,REABASTECER
2018-06-05,São Judas,-23.6255,-46.6411,73,52,61,39,29,10,9,38,NORMAL
2018-11-16,São Judas,-23.6255,-46.6411,58,49,60,39,37,18,33,37,NORMAL
2019-01-09,São Judas,-23.6255,-46.6411,86,44,19,30,26,42,25,24,NORMAL
2019-02-02,São Judas,-23.6255,-46.6411,24,29,65,39,26,43,12,20,NORMAL
2019-05-27,São Judas,-23.6255,-46.6411,20,52,17,40,8,13,23,43,NORMAL
2019-06-02,São Judas,-23.6255,-46.6411,55,24,48,26,29,42,1,19,NORMAL
2019-08-16,São Judas,-23.6255,-46.6411,28,38,65,43,21,16,16,22,NORMAL
2018-01-28,Vila Mariana,-23.5895,-46.6346,86,37,4,12,27,8,25,16,REABASTECER
2018-02-22,Vila Mariana,-23.5895,-46.6346,25,20,40,10,23,18,19,43,NORMAL
,Vila Mariana,-23.5895,-46.6346,45,39,55,43,31,34,34,21,NORMAL
2018-06-13,Vila Mariana,-23.5895,-46.6346,86,35,65,28,24,41,13,16,NORMAL
2018-08-08,Vila Mariana,-23.5895,-46.6346,86,34,11,43,43,24,2,17,REABASTECER
2018-08-24,Vila Mariana,-23.5895,-46.6346,11,6,20,35,29,27,32,39,REABASTECER
2018-09-13,Vila Mariana,-23.5895,-46.6346,78,23,37,5,40,13,43,14,REABASTECER
2018-09-20,Vila Mariana,-23.5895,-46.6346,86,45,65,27,10,30,11,24,NORMAL
2018-11-13,Vila Mariana,-23.5895,-46.6346,66,65,21,43,9,3,13,17,REABASTECER
2018-12-20,Vila Mariana,-23.5895,-46.6346,62,28,29,35,39,17,25,15,NORMAL
2019-01-19,Vila Mariana,-23.5895,-46.6346,46,43,34,36,11,5,4,33,NORMAL
2019-02-17,Vila Mariana,-23.5895,-46.6346,46,8,40,13,18,32,21,3,REABASTECER
2019-03-13,Vila Mariana,-23.5895,-46.6346,49,51,59,26,41,32,38,30,NORMAL
2019-07-18,Vila Mariana,-23.5895,-46.6346,44,53,26,13,21,34,16,23,NORMAL
2019-08-24,Vila Mariana,-23.5895,-46.6346,37,27,37,43,6,14,38,11,REABASTECER
2019-09-19,Vila Mariana,-23.5895,-46.6346,46,14,65,3,17,6,15,8,NORMAL
2019-10-07,Vila Mariana,-23.5895,-46.6346,46,37,11,43,29,37,31,15,NORMAL
2019-11-19,Vila Mariana,-23.5895,-46.6346,51,59,65,36,27,32,26,26,NORMAL
2019-11-21,Vila Mariana,-23.5895,-46.6346,30,50,50,31,21,29,14,18,NORMAL
2018-04-22,Brooklin,-23.6263,-46.6878,68,34,49,38,41,9,4,31,NORMAL
2018-06-13,Brooklin,-23.6263,-46.6878,86,47,11,40,43,23,40,10,NORMAL
2018-07-02,Brooklin,-23.6263,-46.6878,86,51,18,22,15,9,4,12,NORMAL
2018-09-26,Brooklin,-23.6263,-46.6878,35,49,10,37,31,33,43,19,NORMAL
2018-11-07,Brooklin,-23.6263,-46.6878,74,46,39,25,29,30,9,11,NORMAL
2019-02-01,Brooklin,-23.6263,-46.6878,18,13,44,22,35,41,12,15,NORMAL
2019-03-04,Brooklin,-23.6263,-46.6878,33,9,18,16,27,22,43,16,REABASTECER
2019-06-15,Brooklin,-23.6263,-46.6878,86,9,4,33,39,41,27,25,REABASTECER
2019-07-04,Brooklin,-23.6263,-46.6878,65,11,19,16,43,27,27,27,NORMAL
2019-10-06,Brooklin,-23.6263,-46.6878,23,13,7,11,19,19,43,36,REABASTECER
2019-12-04,Brooklin,-23.6263,-46.6878,69,49,57,36,29,28,28,38,NORMAL
2018-06-24,Campo Belo,-23.6188,-46.6823,21,43,42,35,5,2,34,8,NORMAL
2018-11-08,Campo Belo,-23.6188,-46.6823,86,2,22,16,36,36,43,27,REABASTECER
2019-03-18,Campo Belo,-23.6188,-46.6823,63,32,29,6,4,40,36,25,REABASTECER
2019-03-30,Campo Belo,-23.6188,-46.6823,39,26,13,14,4,43,30,25,REABASTECER
2019-04-18,Campo Belo,-23.6188,-46.6823,26,41,25,41,14,33,43,2,REABASTECER
2019-09-04,Campo Belo,-23.6188,-46.6823,20,7,65,4,9,16,20,36,REABASTECER
2019-10-07,Campo Belo,-23.6188,-46.6823,43,65,45,34,40,11,22,35,NORMAL
2019-10-25,Campo Belo,-23.6188,-46.6823,54,32,45,15,20,42,31,6,REABASTECER
2019-11-12,Campo Belo,-23.6188,-46.6823,66,65,59,7,35,31,5,19,REABASTECER
2018-01-30,Eucaliptos,-23.61,-46.6686,63,20,6,10,11,41,5,14,NORMAL
2018-06-19,Eucaliptos,-23.61,-46.6686,86,23,50,28,43,33,7,43,NORMAL
2019-01-14,Eucaliptos,-23.61,-46.6686,86,58,65,6,12,34,21,32,NORMAL
2019-06-30,Eucaliptos,-23.61,-46.6686,17,19,24,31,24,16,43,43,NORMAL
2019-07-18,Eucaliptos,-23.61,-46.6686,22,27,33,14,43,38,12,15,NORMAL
2019-10-02,Eucaliptos,-23.61,-46.6686,7,30,65,24,27,37,18,6,NORMAL
2019-12-28,Eucaliptos,-23.61,-46.6686,62,20,65,30,18,23,43,39,NORMAL
2018-01-11,Moema,-23.5489,-46.6388,79,65,11,11,43,43,4,7,NORMAL
2018-05-11,Moema,-23.5489,-46.6388,32,16,43,30,28,36,19,36,NORMAL
2018-10-08,Moema,-23.5489,-46.6388,27,65,61,43,27,22,34,41,NORMAL
2019-10-15,Hospital São Paulo,-23.5984,-46.6455,78,13,34,43,26,4,31,27,REABASTECER
2018-02-03,Paraíso,-23.57677,-46.63933,31,21,43,6,32,9,12,7,NORMAL
2018-06-10,Paraíso,-23.57677,-46.63933,86,65,65,38,31,6,18,37,REABASTECER
2018-10-25,Paraíso,-23.57677,-46.63933,29,60,65,23,43,37,30,12,NORMAL
2018-11-14,Paraíso,-23.57677,-46.63933,14,62,65,35,8,12,43,20,NORMAL
2018-12-14,Paraíso,-23.57677,-46.63933,73,5,52,40,25,5,10,25,REABASTECER
2019-02-25,Paraíso,-23.57677,-46.63933,86,32,37,34,13,12,22,6,REABASTECER
2018-02-14,Brigadeiro,-23.5683,-46.6482,11,15,29,10,9,34,32,8,NORMAL
2018-04-06,Brigadeiro,-23.5683,-46.6482,30,15,38,22,43,25,3,11,NORMAL
2018-04-11,Brigadeiro,-23.5683,-46.6482,64,46,65,11,16,15,28,32,NORMAL
2018-04-25,Brigadeiro,-23.5683,-46.6482,8,41,20,9,43,23,11,25,REABASTECER
2018-06-02,Brigadeiro,-23.5683,-46.6482,65,15,31,35,6,9,40,43,NORMAL
2019-03-29,Brigadeiro,-23.5683,-46.6482,47,11,7,6,43,38,29,33,REABASTECER
2019-12-04,Brigadeiro,-23.5683,-46.6482,86,15,43,33,13,23,13,17,NORMAL
2018-02-24,Trianon-Masp,-23.5634,-46.6544,4,62,22,12,8,43,38,3,NORMAL
2018-10-28,Trianon-Masp,-23.5634,-46.6544,21,42,31,14,7,14,41,22,NORMAL
2018-11-07,Trianon-Masp,-23.5634,-46.6544,14,56,36,32,11,20,8,22,NORMAL
2019-05-08,Trianon-Masp,-23.5634,-46.6544,76,56,32,15,11,21,43,10,NORMAL
2019-08-24,Trianon-Masp,-23.5634,-46.6544,86,22,65,32,11,24,9,7,NORMAL
2018-01-09,Consolação,-23.5581,-46.6606,11,9,4,22,11,24,7,11,REABASTECER
2018-02-03,Consolação,-23.5581,-46.6606,38,57,34,43,3,37,26,43,REABASTECER
2018-02-09,Consolação,-23.5581,-46.6606,64,11,58,27,22,18,5,25,REABASTECER
2018-05-23,Consolação,-23.5581,-46.6606,51,28,65,39,32,39,18,5,REABASTECER
2018-06-16,Consolação,-23.5581,-46.6606,86,11,31,20,34,27,15,10,NORMAL
2018-12-18,Consolação,-23.5581,-46.6606,37,34,25,32,43,17,18,26,NORMAL
2019-08-23,Consolação,-23.5581,-46.6606,72,36,35,40,39,19,14,21,NORMAL
2019-10-04,Consolação,-23.5581,-46.6606,20,40,6,15,38,25,15,26,REABASTECER
2019-12-08,Consolação,-23.5581,-46.6606,68,45,36,30,43,19,26,10,NORMAL
2018-05-20,Tamanduateí,-23.5929,-46.5897,74,42,52,28,38,6,20,43,NORMAL
2018-07-25,Tamanduateí,-23.5929,-46.5897,15,45,41,5,27,18,33,40,REABASTECER
2019-02-06,Tamanduateí,-23.5929,-46.5897,41,7,39,7,35,29,29,24,NORMAL
2019-07-16,Tamanduateí,-23.5929,-46.5897,7,65,16,9,37,38,22,10,NORMAL
2018-04-17,Sé,-23.55,-46.6333,86,25,65,15,18,26,13,1,REABASTECER
2018-10-26,Sé,-23.55,-46.6333,68,37,22,28,13,20,27,11,NORMAL
2018-11-22,Sé,-23.55,-46.6333,86,35,43,26,43,39,5,37,NORMAL
2019-01-13,Sé,-23.55,-46.6333,50,40,16,5,22,40,24,13,REABASTECER
2019-04-09,Sé,-23.55,-46.6333,12,65,21,36,43,43,35,37,REABASTECER
2019-07-19,Sé,-23.55,-46.6333,41,60,65,21,18,21,8,16,NORMAL
2019-08-21,Sé,-23.55,-46.6333,86,56,44,38,14,40,40,12,NORMAL
2018-01-20,Brás,-23.5451,-46.6162,64,29,60,29,8,23,4,11,REABASTECER
2018-01-28,Brás,-23.5451,-46.6162,69,45,2,7,26,8,16,14,REABASTECER
2018-03-10,Brás,-23.5451,-46.6162,79,2,48,38,23,37,19,13,NORMAL
2018-05-27,Brás,-23.5451,-46.6162,38,58,47,43,5,21,43,6,REABASTECER
2018-07-09,Brás,-23.5451,-46.6162,67,37,25,7,38,30,43,43,NORMAL
2018-08-10,Brás,-23.5451,-46.6162,13,42,27,2,43,24,20,30,REABASTECER
2018-09-01,Brás,-23.5451,-46.6162,65,58,24,28,6,39,13,31,NORMAL
2018-09-28,Brás,-23.5451,-46.6162,51,45,40,34,16,31,36,12,NORMAL
2018-11-18,Brás,-23.5451,-46.6162,79,58,35,33,14,7,39,4,REABASTECER
2019-02-07,Brás,-23.5451,-46.6162,70,36,17,40,34,5,10,31,REABASTECER
2019-04-20,Brás,-23.5451,-46.6162,39,55,27,36,34,33,18,26,NORMAL
2019-04-30,Brás,-23.5451,-46.6162,18,8,33,10,33,40,15,31,NORMAL
2019-08-19,Brás,-23.5451,-46.6162,78,39,65,20,12,37,7,31,NORMAL
2019-09-02,Brás,-23.5451,-46.6162,43,22,34,18,43,41,2,19,REABASTECER
2019-11-24,Brás,-23.5451,-46.6162,77,20,2,21,29,20,18,34,NORMAL
2018-11-26,Barra Funda,-23.5542,-46.6707,15,13,9,9,18,26,14,14,REABASTECER
2018-12-15,Barra Funda,-23.5542,-46.6707,86,44,65,37,23,8,27,27,NORMAL
2019-09-02,Barra Funda,-23.5542,-46.6707,32,42,50,11,41,36,24,15,NORMAL
2019-12-23,Barra Funda,-23.5542,-46.6707,23,43,46,42,11,43,20,20,NORMAL
2018-08-18,Tatuapé,-23.5402,-46.5765,23,39,31,31,12,37,22,23,NORMAL
2019-04-26,Tatuapé,-23.5402,-46.5765,25,17,26,28,24,30,36,28,NORMAL
2019-10-01,Tatuapé,-23.5402,-46.5765,11,11,46,43,6,35,33,33,REABASTECER
2019-12-12,Tatuapé,-23.5402,-46.5765,86,18,22,5,24,6,5,17,REABASTECER
2019-12-29,Tatuapé,-23.5402,-46.5765,18,31,38,37,38,38,21,43,NORMAL
2018-02-15,República,-23.5436,-46.6434,21,36,40,37,38,34,38,36,NORMAL
2018-05-06,República,-23.5436,-46.6434,86,57,7,37,14,10,28,14,NORMAL
2018-08-10,República,-23.5436,-46.6434,86,57,13,22,21,11,43,34,NORMAL
2018-11-24,República,-23.5436,-46.6434,33,5,65,7,6,30,22,35,REABASTECER
2019-03-05,República,-23.5436,-46.6434,19,60,39,26,11,35,5,12,REABASTECER
2019-07-15,República,-23.5436,-46.6434,12,6,45,30,9,36,33,12,NORMAL
2018-08-18,Higienópolis-Mackenzie,-23.5488,-46.6519,58,27,11,3,26,20,30,23,NORMAL
2018-01-17,Luz,-23.5365,-46.6332,9,13,15,43,14,43,17,15,REABASTECER
2018-02-07,Luz,-23.5365,-46.6332,66,31,13,35,18,18,21,21,NORMAL
2019-03-02,Luz,-23.5365,-46.6332,63,26,35,37,37,18,28,28,NORMAL
2019-10-12,Luz,-23.5365,-46.6332,5,17,54,28,4,39,16,43,NORMAL
2019-10-28,Luz,-23.5365,-46.6332,27,8,10,29,19,27,39,15,REABASTECER
2018-04-29,Ana Rosa,-23.5813,-46.6383,65,48,51,37,9,8,43,11,NORMAL
2018-06-04,Ana Rosa,-23.5813,-46.6383,52,29,61,4,33,29,21,4,REABASTECER
2018-11-22,Ana Rosa,-23.5813,-46.6383,22,34,65,23,32,11,10,16,NORMAL
2018-12-07,Ana Rosa,-23.5813,-46.6383,49,21,27,34,8,13,32,43,NORMAL
2019-01-07,Ana Rosa,-23.5813,-46.6383,12,42,27,24,3,32,8,43,NORMAL
2018-07-14,São Joaquim,-23.5618,-46.6389,15,9,65,20,6,42,20,41,NORMAL
2018-12-15,São Joaquim,-23.5618,-46.6389,31,12,20,38,26,38,13,31,NORMAL
2019-06-03,São Joaquim,-23.5618,-46.6389,42,29,23,33,37,8,24,15,NORMAL
2019-08-07,São Joaquim,-23.5618,-46.6389,16,36,2,18,35,18,17,37,REABASTECER
2019-08-19,São Joaquim,-23.5618,-46.6389,79,23,40,18,31,28,15,33,NORMAL
2018-01-26,São Judas,-23.6255,-46.6411,28,49,23,20,29,5,21,20,NORMAL
2018-04-06,São Judas,-23.6255,-46.6411,35,30,20,4,43,43,23,25,REABASTECER
2018-04-29,São Judas,-23.6255,-46.6411,79,30,57,23,43,26,12,16,NORMAL
2018-08-05,São Judas,-23.6255,-46.6411,86,2,40,18,5,43,39,22,NORMAL
2019-07-18,São Judas,-23.6255,-46.6411,34,9,57,12,2,27,39,39,REABASTECER
2019-09-02,São Judas,-23.6255,-46.6411,28,14,23,7,41,43,34,4,REABASTECER
2019-09-08,São Judas,-23.6255,-46.6411,56,34,39,26,14,20,12,21,NORMAL
2018-12-30,Vila Mariana,-23.5895,-46.6346,59,31,30,13,38,25,29,21,NORMAL
2019-07-09,Vila Mariana,-23.5895,-46.6346,40,50,19,31,8,43,7,19,NORMAL
2019-10-20,Vila Mariana,-23.5895,-46.6346,86,21,50,43,11,40,26,6,REABASTECER
2018-10-06,Brooklin,-23.6263,-46.6878,16,56,6,43,32,38,10,19,REABASTECER
2019-08-02,Brooklin,-23.6263,-46.6878,45,35,28,21,19,12,6,29,REABASTECER
2019-12-22,Brooklin,-23.6263,-46.6878,65,12,60,13,6,10,37,12,REABASTECER
2018-12-08,Campo Belo,-23.6188,-46.6823,72,40,12,2,30,40,37,33,REABASTECER
2018-06-16,Moema,-23.5489,-46.6388,19,65,55,6,16,18,5,26,NORMAL
2018-06-29,Moema,-23.5489,-46.6388,69,50,43,43,10,10,43,7,NORMAL
2018-07-12,Moema,-23.5489,-46.6388,29,54,36,13,32,24,23,7,NORMAL
2018-10-05,Paraíso,-23.57677,-46.63933,59,30,6,5,43,43,21,16,REABASTECER
2019-07-12,Paraíso,-23.57677,-46.63933,42,10,7,37,37,13,12,3,REABASTECER
2019-08-15,Paraíso,-23.57677,-46.63933,65,3,40,19,35,20,12,33,NORMAL
2018-02-21,Brigadeiro,-23.5683,-46.6482,26,30,45,26,27,15,9,26,NORMAL
2018-05-03,Brigadeiro,-23.5683,-46.6482,20,65,32,33,6,43,23,39,REABASTECER
2019-02-01,Brigadeiro,-23.5683,-46.6482,11,29,8,12,22,15,11,43,REABASTECER
2018-02-26,Trianon-Masp,-23.5634,-46.6544,76,51,8,7,43,41,34,41,NORMAL
2019-09-20,Trianon-Masp,-23.5634,-46.6544,86,65,25,27,33,7,19,30,NORMAL
2018-06-21,Consolação,-23.5581,-46.6606,34,45,56,10,13,4,39,33,REABASTECER
2018-11-15,Consolação,-23.5581,-46.6606,7,34,55,16,12,13,26,21,REABASTECER
2019-05-05,Consolação,-23.5581,-46.6606,22,21,55,33,25,43,9,27,NORMAL
2019-05-27,Consolação,-23.5581,-46.6606,67,9,17,26,9,22,33,28,REABASTECER
2018-06-11,Tamanduateí,-23.5929,-46.5897,53,65,20,8,40,39,16,7,NORMAL
2019-10-05,Tamanduateí,-23.5929,-46.5897,17,57,55,15,12,43,25,21,NORMAL
2018-02-02,Sé,-23.55,-46.6333,31,18,37,25,39,34,14,4,REABASTECER
2018-06-21,Sé,-23.55,-46.6333,77,48,38,31,25,26,23,16,NORMAL
2019-02-08,Sé,-23.55,-46.6333,75,25,43,31,9,43,16,39,NORMAL
2019-02-14,Sé,-23.55,-46.6333,25,61,65,20,28,18,36,12,NORMAL
2018-12-25,Brás,-23.5451,-46.6162,68,36,41,32,34,43,18,25,NORMAL
2019-08-14,Brás,-23.5451,-46.6162,32,61,39,29,37,15,24,7,NORMAL
2018-10-25,Barra Funda,-23.5542,-46.6707,66,59,15,17,7,37,22,3,REABASTECER
2019-05-14,Barra Funda,-23.5542,-46.6707,18,48,7,37,27,37,33,24,REABASTECER
2019-06-23,Barra Funda,-23.5542,-46.6707,5,4,56,38,38,6,39,27,NORMAL
2019-09-04,Barra Funda,-23.5542,-46.6707,12,32,41,7,36,25,15,6,REABASTECER
2019-09-28,Barra Funda,-23.5542,-46.6707,46,37,10,39,22,43,10,29,NORMAL
2018-03-18,Tatuapé,-23.5402,-46.5765,11,56,33,23,33,28,23,27,NORMAL
2018-03-22,Tatuapé,-23.5402,-46.5765,60,29,4,14,17,18,2,14,REABASTECER
2019-08-18,Tatuapé,-23.5402,-46.5765,46,44,11,3,5,24,43,37,REABASTECER
2018-06-04,República,-23.5436,-46.6434,59,41,15,35,34,18,16,31,NORMAL
2018-08-20,República,-23.5436,-46.6434,78,13,5,39,22,30,4,43,NORMAL
2018-12-05,República,-23.5436,-46.6434,5,7,41,16,37,38,16,32,NORMAL
2019-10-24,República,-23.5436,-46.6434,74,29,42,14,32,40,24,30,NORMAL
2018-01-14,Higienópolis-Mackenzie,-23.5488,-46.6519,45,49,36,43,35,5,35,29,NORMAL
2018-01-17,Higienópolis-Mackenzie,-23.5488,-46.6519,12,31,17,35,20,35,24,18,REABASTECER
2018-03-25,Higienópolis-Mackenzie,-23.5488,-46.6519,21,65,7,10,7,30,2,43,NORMAL
2018-06-28,Higienópolis-Mackenzie,-23.5488,-46.6519,52,14,24,16,43,43,6,5,REABASTECER
2018-10-12,Higienópolis-Mackenzie,-23.5488,-46.6519,35,28,25,8,31,43,28,23,NORMAL
,Higienópolis-Mackenzie,-23.5488,-46.6519,8,53,65,23,43,36,17,5,REABASTECER
2019-10-11,Higienópolis-Mackenzie,-23.5488,-46.6519,77,65,21,26,13,16,39,23,NORMAL
2019-05-01,Faria Lima,-23.5675,-46.6929,60,14,34,30,15,16,7,31,NORMAL
2018-04-01,Pinheiros,-23.5664,-46.703,57,43,39,16,28,35,14,4,NORMAL
2019-05-25,Pinheiros,-23.5664,-46.703,54,46,10,37,12,43,9,2,REABASTECER
2018-06-01,Butantã,-23.5844,-46.7252,10,51,42,21,43,30,6,40,REABASTECER
2018-11-29,Butantã,-23.5844,-46.7252,43,38,15,31,28,26,21,43,NORMAL
2018-12-13,Butantã,-23.5844,-46.7252,78,26,54,21,12,21,1,21,NORMAL
2018-10-18,Paraíso,-23.57677,-46.63933,11,36,51,9,31,10,15,3,NORMAL
2018-11-05,Brigadeiro,-23.5683,-46.6482,70,27,18,33,8,9,6,35,REABASTECER
2019-05-26,Brigadeiro,-23.5683,-46.6482,13,62,51,23,24,18,18,9,NORMAL
2019-09-14,Brigadeiro,-23.5683,-46.6482,86,18,30,12,43,40,34,3,NORMAL
2018-08-18,Trianon-Masp,-23.5634,-46.6544,38,7,44,16,43,14,14,18,REABASTECER
2019-05-20,Trianon-Masp,-23.5634,-46.6544,55,25,5,18,3,23,39,10,REABASTECER
2019-12-26,Trianon-Masp,-23.5634,-46.6544,30,41,14,42,20,5,19,8,REABASTECER
2018-03-11,Consolação,-23.5581,-46.6606,3,26,42,11,28,43,34,3,NORMAL
2018-09-11,Tamanduateí,-23.5929,-46.5897,75,50,32,30,4,7,16,38,NORMAL
2019-08-30,Tamanduateí,-23.5929,-46.5897,22,59,43,27,28,14,30,43,NORMAL
2018-01-13,Sé,-23.55,-46.6333,54,65,49,42,43,3,43,39,REABASTECER
2018-08-29,Sé,-23.55,-46.6333,11,36,40,43,8,41,30,8,NORMAL
